🕘️更新时间,#genre#
CCTV-14 少儿,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV-14 少儿,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV-14 少儿,http://1.24.39.180:808/hls/14/index.m3u8
CCTV-14 少儿,http://113.26.251.182:8009/hls/14/index.m3u8
CCTV-14 少儿,http://114.242.62.109:888/hls/14/index.m3u8
CCTV-15 音乐,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV-15 音乐,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV-15 音乐,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV-15 音乐,http://ylt.7766.org:333/hls/15/index.m3u8
CCTV-15 音乐,http://1.24.39.180:808/hls/15/index.m3u8
CCTV-17 农业农村,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV-17 农业农村,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CCTV-17 农业农村,http://1.24.39.180:808/hls/61/index.m3u8
CCTV-17 农业农村,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV-17 农业农村,http://113.26.251.182:8009/hls/17/index.m3u8
CCTV-4美洲,http://154.12.36.187:656/index.php?token=2025&id=cctv4mz
CCTV-4美洲,http://114.254.82.122:8888/rtp/239.3.1.214:4220
CCTV-4欧洲,http://154.12.36.187:656/index.php?token=2025&id=cctv4oz
CCTV-4欧洲,http://114.254.36.246:8888/rtp/239.3.1.213:4220
风云剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyjc
风云剧场,http://192.151.150.154/live/fyjc.m3u8
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
风云剧场,http://107.150.60.122/live/fyjc.m3u8
风云剧场,http://173.208.212.130:8181/720p/fyjc.m3u8
第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
第一剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dyjc
第一剧场,https://live.264788.xyz/channel/diyijuchang?streamid=d81e188b59ece96b7e8f1ce34aea3ef8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
第一剧场,http://173.208.212.130:8181/720p/dyjc.m3u8
第一剧场,http://207.56.13.146:81/cdnlive/dyjc.m3u8
怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
怀旧剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hjjc
怀旧剧场,http://192.151.150.154/live/hjjc.m3u8
怀旧剧场,http://173.208.212.130:8181/720p/hjjc.m3u8
怀旧剧场,http://207.56.13.146:81/cdnlive/hjjc.m3u8
世界地理,http://192.151.150.154/live/sjdl.m3u8
世界地理,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sjdl
世界地理,http://107.150.60.122/live/sjdl.m3u8
世界地理,http://198.204.228.26/live/sjdl.m3u8
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
风云音乐,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyyy
风云音乐,http://192.151.150.154/live/fyyy.m3u8
风云音乐,https://live.264788.xyz/channel/fengyunyinyue?streamid=be37d16b874e7ba11dd383d7ecd75752&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
风云音乐,http://173.208.212.130:8181/720p/fyyy.m3u8
风云足球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyzq
风云足球,http://192.151.150.154/live/fyzq.m3u8
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
风云足球,http://173.208.212.130:8181/720p/fyzq.m3u8
风云足球,http://207.56.13.146:81/cdnlive/fyzq.m3u8
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
高尔夫网球,http://192.151.150.154/live/gefwq.m3u8
高尔夫网球,http://173.208.212.130:8181/720p/gefwq.m3u8
高尔夫网球,http://bztv.tvbus.cc:8081/cdnlive/gefwq.m3u8
高尔夫网球,http://207.56.13.146:81/cdnlive/gefwq.m3u8
兵器科技,http://192.151.150.154/live/gfjs.m3u8
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
兵器科技,http://207.56.13.146:81/cdnlive/gfjs.m3u8
兵器科技,http://bztv.tvbus.cc:8081/cdnlive/gfjs.m3u8
兵器科技,http://173.208.212.130:8181/720p/gfjs.m3u8
央视台球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ystq
央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
央视台球,http://192.151.150.154/live/ystq.m3u8
央视台球,http://173.208.212.130:8181/720p/ystq.m3u8
央视台球,http://207.56.13.146:81/cdnlive/ystq.m3u8
女性时尚,http://192.151.150.154/live/nxss.m3u8
女性时尚,http://107.150.60.122/live/nxss.m3u8
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
女性时尚,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nxss
女性时尚,http://198.204.228.26/live/nxss.m3u8
央视文化精品,https://live.264788.xyz/channel/yangshiwenhuajingpin?streamid=618d33181dba2b51e9d3752d73d737b8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
央视文化精品,http://107.150.60.122/live/ysjp.m3u8
央视文化精品,http://192.151.150.154/live/ysjp.m3u8
央视文化精品,https://live.264788.xyz/channel/yangshiwenhuajingpin?streamid=bc185d1ef1e528922e83efd845006277&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
央视文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
卫生健康,http://107.150.60.122/live/wsjk.m3u8
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
电视指南,http://107.150.60.122/live/dszn.m3u8
老故事,http://rihou.cc:555/tv/[Pd]重温经典
老故事,http://push.cdn1.hls123.de:8080/streams/g0jj471jied/index.m3u8
老故事,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cwjd
老故事,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub
老故事,http://218.206.193.218:8888/hls/29/index.m3u8
CGTN,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN,http://154.12.36.187:656/index.php?token=2025&id=cgtn
CGTN,http://60.10.139.113:8801/hls/14/index.m3u8
CHC 动作电影,http://bztv.tvbus.cc:8081/cdnlive/chcdz.m3u8
央广购物,https://live.264788.xyz/channel/yangguanggouwu?streamid=aa4b073c8ac1af1c0eccf0eba8c10b48&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
中国天气,http://154.12.36.187:656/index.php?token=2025&id=zgtq
中国交通,http://114.254.36.246:8888/rtp/239.3.1.188:8001

📡卫视频道,#genre#
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
北京卫视,http://114.242.62.109:888/hls/17/index.m3u8
北京卫视,http://222.223.41.27:8888/hls/31/index.m3u8
北京卫视,http://113.26.251.182:8009/hls/30/index.m3u8
北京卫视,http://119.62.24.75:50085/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
天津卫视,http://222.223.41.27:8888/hls/32/index.m3u8
天津卫视,http://113.26.251.182:8009/hls/40/index.m3u8
天津卫视,http://114.242.62.109:888/hls/32/index.m3u8
天津卫视,http://ylt.7766.org:333/hls/40/index.m3u8
河北卫视,http://114.242.62.109:888/hls/46/index.m3u8
河北卫视,http://222.223.41.27:8888/hls/16/index.m3u8
河北卫视,http://113.26.251.182:8009/hls/45/index.m3u8
河北卫视,http://119.62.24.75:50085/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://1.24.39.180:808/hls/47/index.m3u8
山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=8b37a515ed8ef12821ad07167563e5e1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=69e002ac7467d661ff7ad0671ed43f16&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
山西卫视,http://107.150.60.122/live/sxwshd.m3u8
山西卫视,http://192.151.150.154/live/sxwshd.m3u8
山西卫视,http://113.26.251.182:8009/hls/19/index.m3u8
内蒙古卫视,https://iptv.catvod.com/live.php?id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86&line=1
内蒙古卫视,https://live.264788.xyz/channel/neimengguweishi?streamid=dbc9e4620de208f00796339fe9abda05&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
内蒙古卫视,http://198.204.228.26/live/nmgws.m3u8
内蒙古卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nmgws
内蒙古卫视,http://207.56.13.146:81/cdnlive/nmgws.m3u8
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
辽宁卫视,http://204.12.221.218:8181/3m1080p/lnws.m3u8
辽宁卫视,http://114.242.62.109:888/hls/33/index.m3u8
辽宁卫视,http://113.26.251.182:8009/hls/43/index.m3u8
辽宁卫视,http://ylt.7766.org:333/hls/45/index.m3u8
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
吉林卫视,http://207.56.13.146:81/cdnlive/jlws.m3u8
吉林卫视,http://ylt.7766.org:333/hls/54/index.m3u8
吉林卫视,http://113.26.251.182:8009/hls/46/index.m3u8
吉林卫视,http://222.223.41.27:8888/hls/47/index.m3u8
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
黑龙江卫视,http://114.242.62.109:888/hls/37/index.m3u8
黑龙江卫视,http://113.26.251.182:8009/hls/44/index.m3u8
黑龙江卫视,http://ylt.7766.org:333/hls/44/index.m3u8
黑龙江卫视,http://116.76.254.170:44330/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视4K,https://live.264788.xyz/channel/dongfangweishi4k?streamid=ac7357572df3296592eeaee3c55edac6&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
东方卫视4K,https://live.264788.xyz/channel/dongfangweishi4k?streamid=b8c707e2ca95b85511f6c50c9638128b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009
江苏卫视,http://ylt.7766.org:333/hls/37/index.m3u8
江苏卫视,http://113.26.251.182:8009/hls/34/index.m3u8
江苏卫视,http://114.242.62.109:888/hls/30/index.m3u8
江苏卫视,http://222.223.41.27:8888/hls/29/index.m3u8
江苏卫视4K,https://live.264788.xyz/channel/jiangsuweishi4k?streamid=306fa7c5a3bb1b091331de3a638c01b0&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
江苏卫视4K,https://live.264788.xyz/channel/jiangsuweishi4k?streamid=375dbc290331f86f70689c85cd16e1eb&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8
浙江卫视,http://114.242.62.109:888/hls/29/index.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
浙江卫视4K,https://live.264788.xyz/channel/zhejiangweishi4k?streamid=a5b6e60170ee8c69290def1c2fe00cc8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
浙江卫视4K,https://live.264788.xyz/channel/zhejiangweishi4k?streamid=664bb2d3ef43cf06ccb52c01a226593d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
安徽卫视,http://114.242.62.109:888/hls/31/index.m3u8
安徽卫视,http://222.223.41.27:8888/hls/30/index.m3u8
安徽卫视,http://ylt.7766.org:333/hls/46/index.m3u8
安徽卫视,http://113.26.251.182:8009/hls/50/index.m3u8
安徽卫视,http://1.24.39.180:808/hls/31/index.m3u8
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
江西卫视,http://114.242.62.109:888/hls/39/index.m3u8
江西卫视,http://222.223.41.27:8888/hls/38/index.m3u8
江西卫视,http://ylt.7766.org:333/hls/52/index.m3u8
江西卫视,http://113.26.251.182:8009/hls/49/index.m3u8
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
山东卫视,http://222.223.41.27:8888/hls/34/index.m3u8
山东卫视,http://ylt.7766.org:333/hls/42/index.m3u8
山东卫视,http://113.26.251.182:8009/hls/41/index.m3u8
山东卫视,http://116.76.254.170:44330/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视4K,https://live.264788.xyz/channel/shandongweishi4k?streamid=94f01afe37551c1ea2aa8e32b1d80c9e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
山东卫视4K,https://live.264788.xyz/channel/shandongweishi4k?streamid=89b04153333adc0894ea0c2a3527347d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://192.151.150.154/live/hawshd.m3u8
河南卫视,http://173.208.212.130:8181/720p/haws.m3u8
河南卫视,http://204.12.221.218:8181/3m1080p/haws.m3u8
河南卫视,http://ylt.7766.org:333/hls/50/index.m3u8
湖北卫视,http://1.24.39.180:808/hls/43/index.m3u8
湖北卫视,http://222.223.41.27:8888/hls/41/index.m3u8
湖北卫视,http://114.242.62.109:888/hls/42/index.m3u8
湖北卫视,http://ylt.7766.org:333/hls/47/index.m3u8
湖北卫视,http://113.26.251.182:8009/hls/39/index.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://114.242.62.109:888/hls/28/index.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://222.223.41.27:8888/hls/27/index.m3u8
湖南卫视,http://113.26.251.182:8009/hls/31/index.m3u8
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
广东卫视,http://222.223.41.27:8888/hls/45/index.m3u8
广东卫视,http://114.242.62.109:888/hls/47/index.m3u8
广东卫视,http://119.62.24.75:50085/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://116.76.254.170:44330/tsfile/live/0125_2.m3u8?key=txiptv&playlive=0&authid=0
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=277bdd07ffb8e58b78afb1b04ae49cad&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=0508c0316aedc9152adcf323fa95c2c0&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=8dcdf34f2fa7ccf51c7d93cd359d414c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=e0289cccc782400e932e5d3b2830db4d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=33aeafbb59f2bcb1877c3a8229c0135b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广西卫视,http://192.151.150.154/live/gxwshd.m3u8
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
广西卫视,http://198.204.228.26/live/gxwshd.m3u8
广西卫视,http://222.223.41.27:8888/hls/46/index.m3u8
广西卫视,http://119.62.24.75:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,https://iptv.catvod.com/live.php?id=%E6%B5%B7%E5%8D%97%E5%8D%AB%E8%A7%86&line=5
海南卫视,https://iptv.catvod.com/live.php?id=%E6%B5%B7%E5%8D%97%E5%8D%AB%E8%A7%86&line=4
海南卫视,http://207.56.13.146:81/cdnlive/lyws.m3u8
海南卫视,http://204.12.221.218:8181/3m1080p/lyws.m3u8
海南卫视,https://iptv.catvod.com/live.php?id=%E6%B5%B7%E5%8D%97%E5%8D%AB%E8%A7%86
重庆卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cqwshd
重庆卫视,http://204.12.221.218:8181/3m1080p/cqws.m3u8
重庆卫视,http://114.242.62.109:888/hls/44/index.m3u8
重庆卫视,http://119.62.24.75:50085/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://116.76.254.170:44330/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
四川卫视,http://222.223.41.27:8888/hls/37/index.m3u8
四川卫视,http://1.24.39.180:808/hls/39/index.m3u8
四川卫视,http://113.26.251.182:8009/hls/38/index.m3u8
四川卫视,http://ylt.7766.org:333/hls/48/index.m3u8
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
贵州卫视,http://222.223.41.27:8888/hls/39/index.m3u8
贵州卫视,http://114.242.62.109:888/hls/40/index.m3u8
贵州卫视,http://1.24.39.180:808/hls/32/index.m3u8
贵州卫视,http://119.62.24.75:50085/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
云南卫视,http://107.150.60.122/live/ynwshd.m3u8
云南卫视,http://198.204.228.26/live/ynwshd.m3u8
云南卫视,http://204.12.221.218:8181/3m1080p/ynws.m3u8
云南卫视,http://119.62.24.75:50085/tsfile/live/0018_2.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,https://live.264788.xyz/channel/shaanxiweishi?streamid=e6497fe4c4d40b01fd715a2d181637a5&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
陕西卫视,http://192.151.150.154/live/snwshd.m3u8
陕西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=snwshd
陕西卫视,http://207.56.13.146:81/cdnlive/snws.m3u8
陕西卫视,http://204.12.221.218:8181/3m1080p/snws.m3u8
甘肃卫视,https://iptv.catvod.com/live.php?id=%E7%94%98%E8%82%83%E5%8D%AB%E8%A7%86&line=2
甘肃卫视,https://iptv.catvod.com/live.php?id=%E7%94%98%E8%82%83%E5%8D%AB%E8%A7%86&line=1
甘肃卫视,https://iptv.catvod.com/live.php?id=%E7%94%98%E8%82%83%E5%8D%AB%E8%A7%86&line=3
甘肃卫视,https://iptv.catvod.com/live.php?id=%E7%94%98%E8%82%83%E5%8D%AB%E8%A7%86
甘肃卫视,http://207.56.13.146:81/cdnlive/gsws.m3u8
青海卫视,https://iptv.catvod.com/live.php?id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86&line=2
青海卫视,https://iptv.catvod.com/live.php?id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86&line=3
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
青海卫视,http://107.150.60.122/live/qhws.m3u8
